SPK15a	num1areaSel	num1perimSel	num1radSel	num1sel	num2areaSel	num2perimSel	num2radSel	num2sel	num3areaSel	num3perimSel	num3radSel	num3sel	num4areaSel	num4perimSel	num4radSel	num4sel	num5areaSel	num5perimSel	num5radSel	num5sel	numAllSel
0.158600	69.116600	241.732000	49.118500	49.118500	86.633600	141.667000	106.646000	86.633600	164.180000	46.603500	14.084600	14.084600	101.650000	44.115500	66.615500	44.115500	116.652000	19.087600	111.649000	19.087600	14.084600
0.169100	84.132500	369.294000	76.634600	69.116600	191.696000	399.311000	351.790000	106.646000	226.710000	136.664000	39.099600	39.099600	119.147000	176.680000	139.165000	66.615500	404.328000	24.083500	194.198000	24.083500	19.087600
0.330525	161.678000	466.858000	251.731000	76.634600	196.699000	449.341000	609.435000	141.667000	229.211000	296.758000	54.114600	46.603500	129.166000	344.293000	206.698000	101.650000	459.360000	274.245000	454.357000	111.649000	24.083500
0.348100	216.697000	471.854000	334.280000	84.132500	239.210000	464.356000	619.455000	191.696000	529.388000	321.780000	59.117600	54.114600	159.184000	496.876000	284.244000	119.147000	546.905000	306.764000	499.370000	116.652000	39.099600
0.615100	246.728000	649.465000	439.342000	161.678000	371.795000	501.872000	704.498000	196.699000	594.440000	391.807000	121.648000	59.117600	279.248000	596.934000	294.242000	129.166000	559.405000	381.808000	536.892000	194.198000	44.115500
0.941225	396.810000	774.532000	474.355000	216.697000	504.373000	556.904000	734.515000	239.210000	679.483000	394.308000	374.310000	121.648000	341.777000	671.972000	384.309000	139.165000	676.981000	406.823000	561.907000	274.245000	46.603500
0.955375	436.826000	802.048000	526.886000	241.732000	514.372000	606.933000	777.033000	351.790000	701.982000	554.402000	379.306000	136.664000	356.793000	716.998000	411.826000	159.184000	762.031000	419.323000	566.924000	306.764000	49.118500
0.959300	444.338000	912.113000	551.908000	246.728000	539.407000	787.046000	792.049000	371.795000	749.517000	654.468000	541.888000	164.180000	429.343000	719.499000	629.453000	176.680000	769.529000	441.843000	576.923000	381.808000	54.114600
1.284825	456.859000	1506.200000	631.955000	251.731000	624.451000	804.549000	869.595000	399.311000	857.080000	722.001000	564.422000	226.710000	451.842000	759.530000	927.115000	206.698000	977.158000	506.874000	591.938000	404.328000	59.117600
1.675950	461.841000	1603.740000	674.487000	334.280000	669.484000	1127.240000	1007.180000	449.341000	1032.190000	724.502000	601.937000	229.211000	641.954000	764.533000	982.161000	279.248000	1178.490000	651.967000	862.097000	406.823000	66.615500
