SPK13a	num1areaSel	num1perimSel	num1radSel	num1sel	num2areaSel	num2perimSel	num2radSel	num2sel	num3areaSel	num3perimSel	num3radSel	num3sel	num4areaSel	num4perimSel	num4radSel	num4sel	num5areaSel	num5perimSel	num5radSel	num5sel	numAllSel
0.014575	87.936400	107.947000	47.919400	47.919400	35.405300	77.937300	90.451400	35.405300	60.433300	135.463000	120.468000	60.433300	100.450000	32.917300	9.070350	9.070350	55.416400	17.901400	147.985000	17.901400	9.070350
0.114375	160.478000	145.483000	75.435400	75.435400	85.434300	130.467000	360.610000	77.937300	97.948400	167.996000	218.012000	97.948400	117.967000	42.916400	62.935400	32.917300	115.466000	22.904400	193.011000	22.904400	17.901400
0.135075	215.510000	240.532000	102.951000	87.936400	177.995000	155.482000	400.626000	85.434300	185.500000	170.498000	223.015000	120.468000	157.984000	142.968000	65.436400	42.916400	213.016000	172.999000	198.014000	55.416400	22.904400
0.347800	245.528000	315.576000	250.531000	102.951000	195.513000	180.497000	515.687000	90.451400	210.514000	182.998000	373.110000	135.463000	260.544000	175.494000	152.981000	62.935400	458.153000	305.563000	268.041000	115.466000	32.917300
0.499850	313.075000	318.078000	308.058000	107.947000	238.031000	233.028000	608.255000	130.467000	225.516000	220.513000	378.106000	167.996000	263.045000	200.516000	205.511000	65.436400	543.203000	345.594000	328.077000	147.985000	35.405300
0.854825	325.575000	465.671000	333.080000	145.483000	243.027000	288.060000	703.304000	155.482000	228.011000	230.526000	530.703000	170.498000	278.061000	203.010000	208.013000	100.450000	545.705000	425.641000	338.096000	172.999000	42.916400
1.231925	335.574000	470.674000	473.176000	160.478000	275.546000	298.059000	708.300000	177.995000	265.547000	295.557000	563.222000	182.998000	340.591000	343.092000	283.064000	117.967000	558.219000	505.688000	365.606000	193.011000	47.919400
1.235950	363.111000	493.174000	480.673000	215.510000	330.578000	303.062000	770.851000	180.497000	323.074000	320.579000	663.288000	185.500000	585.735000	420.638000	310.580000	142.968000	675.781000	523.205000	430.644000	198.014000	55.416400
1.246400	388.126000	508.189000	520.690000	240.532000	445.660000	398.125000	775.847000	195.513000	375.612000	393.122000	865.893000	210.514000	640.767000	478.172000	383.109000	152.981000	710.802000	690.804000	453.157000	213.016000	60.433300
1.269075	395.623000	648.272000	525.686000	245.528000	513.185000	448.154000	790.849000	233.028000	528.208000	433.138000	930.931000	218.012000	655.769000	495.689000	638.266000	157.984000	730.813000	738.318000	498.191000	268.041000	62.935400
1.325325	443.144000	773.345000	630.768000	250.531000	518.188000	555.717000	868.394000	238.031000	613.251000	553.223000	965.945000	220.513000	695.800000	573.221000	685.787000	175.494000	760.831000	743.335000	610.750000	305.563000	65.436400
1.372450	455.659000	805.865000	673.287000	308.058000	538.207000	580.718000	920.925000	243.027000	678.283000	720.815000	983.462000	223.015000	783.351000	670.785000	725.817000	200.516000	768.335000	765.834000	665.782000	328.077000	75.435400
1.877075	460.655000	815.863000	728.319000	313.075000	668.284000	603.238000	985.956000	275.546000	683.285000	935.927000	1073.520000	225.516000	808.366000	745.829000	870.896000	203.010000	788.347000	885.912000	860.897000	338.096000	77.937300
2.071100	475.670000	878.393000	813.362000	315.576000	688.302000	605.754000	1003.470000	288.060000	700.803000	943.445000	1116.040000	228.011000	875.899000	758.330000	925.928000	205.511000	798.367000	890.915000	933.426000	345.594000	85.434300
2.174875	483.175000	893.409000	863.398000	318.078000	698.301000	660.765000	1005.980000	298.059000	740.819000	963.457000		230.526000	883.396000	763.333000	1013.470000	208.013000	845.881000	923.427000	953.444000	365.606000	87.936400
2.214225	533.204000	910.912000	1061.010000	325.575000	713.303000	785.846000	1058.510000	303.062000	748.331000	1083.520000		265.547000	1018.480000	880.895000	1081.030000	260.544000	1035.990000	940.944000	955.946000	425.641000	90.451400
2.874225	588.237000	960.942000	1111.040000	333.080000	818.365000	858.395000	1076.010000	330.578000	820.866000	1108.540000		295.557000	1063.510000	1025.990000	1133.560000	263.045000	1078.530000	1048.490000	988.458000	430.644000	97.948400
