SPK15a	num1areaSel	num1perimSel	num1radSel	num1sel	num2areaSel	num2perimSel	num2radSel	num2sel	num3areaSel	num3perimSel	num3radSel	num3sel	num4areaSel	num4perimSel	num4radSel	num4sel	num5areaSel	num5perimSel	num5radSel	num5sel	numAllSel
0.374250	46.705200	19.189200	16.695200	16.695200	49.207200	74.222200	21.691200	21.691200	134.257000	34.205200	131.755000	34.205200	26.694200	41.709200	51.708200	26.694200	29.188200	61.721200	146.771000	29.188200	16.695200
0.575525	81.726200	39.208200	59.227200	19.189200	99.236200	111.757000	44.211200	44.211200	141.768000	54.224200	201.803000	54.224200	71.720200	94.240200	64.223200	41.709200	144.270000	96.742200	194.285000	61.721200	19.189200
0.583750	84.241200	69.226200	166.790000	39.208200	161.773000	186.788000	109.256000	49.207200	154.269000	86.743200	336.883000	86.743200	79.225200	216.805000	129.254000	51.708200	176.789000	184.286000	204.305000	96.742200	21.691200
0.602375	114.259000	254.334000	261.832000	46.705200	234.323000	271.838000	121.756000	74.222200	181.785000	119.255000	354.386000	119.255000	91.739200	304.371000	359.396000	64.223200	294.351000	256.836000	211.802000	144.270000	26.694200
1.199100	136.751000	284.352000	344.380000	59.227200	349.383000	436.928000	151.774000	99.236200	214.304000	259.337000	494.462000	131.755000	106.741000	309.367000	369.402000	71.720200	491.960000	279.349000	321.867000	146.771000	29.188200
1.689650	296.852000	346.882000	386.912000	69.226200	411.934000	469.447000	209.301000	109.256000	226.818000	274.353000	516.975000	134.257000	241.820000	316.864000	371.897000	79.225200	509.477000	364.399000	471.948000	176.789000	34.205200
1.926800	326.870000	426.929000	454.445000	81.726200	444.432000	514.480000	249.318000	111.757000	244.322000	281.851000	536.994000	141.768000	251.833000	366.901000	396.918000	91.739200	529.496000	414.429000	486.964000	184.286000	39.208200
2.056550	421.933000	439.429000	484.463000	84.241200	451.944000	521.978000	306.865000	121.756000	269.336000	301.848000	564.510000	154.269000	264.333000	459.448000	409.412000	94.240200	534.492000	424.434000	519.476000	194.285000	41.709200
2.067775	441.931000	526.981000	619.542000	114.259000	524.479000	589.525000	351.885000	151.774000	389.414000	311.868000	617.041000	181.785000	299.354000	464.444000	506.976000	106.741000	582.013000	434.433000	572.007000	204.305000	44.211200
2.075900	531.998000	569.513000	709.588000	136.751000	712.090000	702.091000	399.413000	161.773000	489.466000	319.366000	787.141000	201.803000	361.898000	562.008000	629.541000	129.254000	622.044000	496.963000	599.524000	211.802000	46.705200
