SPK10a	num1areaSel	num1perimSel	num1radSel	num1sel	num2areaSel	num2perimSel	num2radSel	num2sel	num3areaSel	num3perimSel	num3radSel	num3sel	num4areaSel	num4perimSel	num4radSel	num4sel	num5areaSel	num5perimSel	num5radSel	num5sel	numAllSel
0.119025	43.300300	205.895000	28.284300	28.284300	65.799300	30.785300	93.315300	30.785300	25.782300	125.848000	48.303300	25.782300	60.803300	38.283300	35.781300	35.781300	55.800300	318.461000	145.846000	55.800300	25.782300
2.579500	85.818300	240.909000	108.331000	43.300300	70.816300	33.287300	105.829000	33.287300	88.312300	185.876000	110.832000	48.303300	193.381000	68.300300	138.348000	38.283300	178.365000	498.553000	175.863000	145.846000	28.284300
2.678825	90.814300	245.912000	168.366000	85.818300	123.333000	483.558000	355.976000	65.799300	358.478000	323.443000	133.345000	88.312300	228.394000	128.349000	225.893000	60.803300	275.929000	518.572000	233.397000	175.863000	30.785300
3.804375	443.521000	255.911000	220.897000	90.814300	198.377000	486.053000	375.988000	70.816300	373.494000	561.104000	155.866000	110.832000	273.428000	300.944000	453.541000	68.300300	360.972000	678.666000	335.958000	178.365000	33.287300
5.324700	493.557000	385.994000	353.475000	108.331000	230.896000	631.138000	563.584000	93.315300	378.490000	578.600000	313.444000	125.848000	293.447000	448.524000	593.616000	128.349000	466.041000	748.700000	616.136000	233.397000	35.781300
5.908200	601.120000	468.536000	438.525000	168.366000	280.925000	658.647000	603.622000	105.829000	436.023000	613.621000	343.476000	133.345000	521.073000	573.604000	663.650000	138.348000	598.619000	908.794000	621.132000	275.929000	38.283300
5.971025	618.638000	711.185000	546.088000	205.895000	295.941000	743.697000	651.150000	123.333000	596.118000	768.712000	345.957000	155.866000	586.105000	661.149000	786.229000	193.381000	606.116000	911.310000	633.633000	318.461000	43.300300
6.240975	833.743000	836.266000	641.137000	220.897000	350.973000	1001.360000	656.153000	198.377000	731.197000	771.214000	576.106000	185.876000	713.680000	803.733000	1056.390000	225.893000	638.636000	961.325000	868.778000	335.958000	48.303300
6.259675	856.264000	1128.920000	741.196000	240.909000	390.990000	1043.870000	708.684000	230.896000	781.233000	851.261000	701.186000	313.444000	858.779000	998.861000	1068.890000	228.394000	676.165000	1078.910000	1013.860000	360.972000	55.800300
6.615275	871.279000	1233.440000	873.781000	245.912000	738.701000	1088.910000	861.280000	280.925000	831.249000	976.341000	753.717000	323.443000	883.780000	1175.890000	1081.400000	273.428000	783.714000	1098.910000	1033.880000	466.041000	60.803300
