SPK13a	num1areaSel	num1perimSel	num1radSel	num1sel	num2areaSel	num2perimSel	num2radSel	num2sel	num3areaSel	num3perimSel	num3radSel	num3sel	num4areaSel	num4perimSel	num4radSel	num4sel	num5areaSel	num5perimSel	num5radSel	num5sel	numAllSel
0.308600	96.217800	21.284800	38.690800	21.284800	208.784000	23.689800	83.717800	23.689800	98.733800	196.284000	33.688800	33.688800	28.685800	88.720800	148.749000	28.685800	66.200800	73.718800	51.191800	51.191800	21.284800
0.939575	168.768000	171.269000	158.769000	38.690800	233.799000	41.185800	111.234000	41.185800	181.268000	218.783000	146.254000	98.733800	63.705800	258.800000	191.281000	63.705800	93.716800	296.329000	438.892000	66.200800	23.689800
1.841075	223.786000	251.302000	178.767000	96.217800	241.296000	43.686800	316.333000	43.686800	281.313000	318.828000	248.801000	146.254000	71.203800	268.813000	226.281000	71.203800	183.770000	298.816000	626.509000	73.718800	28.685800
2.453550	398.882000	253.797000	363.847000	158.769000	291.333000	193.782000	338.833000	83.717800	368.864000	441.393000	331.328000	181.268000	151.250000	311.317000	431.394000	88.720800	371.345000	336.331000	631.505000	93.716800	33.688800
4.451725	453.907000	271.314000	448.891000	168.768000	306.328000	443.895000	366.363000	111.234000	388.862000	501.428000	353.849000	196.284000	198.785000	506.445000	433.910000	148.749000	393.865000	461.412000	639.023000	183.770000	38.690800
4.930375	503.944000	301.332000	471.411000	171.269000	348.846000	669.020000	381.365000	193.782000	446.396000	731.550000	356.343000	218.783000	211.286000	523.942000	463.913000	151.250000	416.378000	508.926000	829.114000	296.329000	41.185800
5.319800	536.456000	321.329000	538.957000	178.767000	408.881000	729.055000	386.361000	208.784000	606.490000	779.085000	548.956000	248.801000	276.317000	533.941000	488.928000	191.281000	426.391000	654.025000	904.165000	298.816000	43.686800
5.443425	553.959000	396.381000	563.972000	223.786000	526.443000	734.072000	411.375000	233.799000	726.554000	854.136000	634.006000	281.313000	283.814000	671.535000	603.989000	198.785000	521.440000	696.557000	929.180000	336.331000	51.191800
6.101100	578.974000	466.408000	751.568000	251.302000	551.458000	754.070000	558.955000	241.296000	744.071000	1061.740000	764.083000	318.828000	303.812000	676.538000	656.519000	211.286000	561.478000	759.087000	949.178000	371.345000	63.705800
7.311975	611.493000	581.475000	1111.770000	253.797000	746.572000	809.102000	613.988000	291.333000	819.115000	1069.240000	776.583000	331.328000	428.893000	681.541000	674.037000	226.281000	608.992000	831.615000	966.695000	393.865000	66.200800
7.376150	629.003000	691.540000	1141.790000	271.314000	749.067000	891.651000	661.522000	306.328000	841.635000	1384.340000	896.647000	353.849000	531.439000	789.104000	699.038000	258.800000	616.489000	921.682000	1074.240000	416.378000	71.203800
9.650900	786.582000	774.089000	1286.770000	301.332000	804.099000	1011.710000	666.518000	316.333000	969.196000	1466.880000	934.183000	356.343000	566.474000	814.098000	761.567000	268.813000	636.508000	931.681000	1509.420000	426.391000	73.718800
10.619225	806.601000	946.683000	1426.850000	321.329000	999.214000	1036.730000	684.036000	338.833000	1361.820000	1566.950000	1086.760000	368.864000	596.491000	1084.260000	784.087000	276.317000	649.022000	1109.280000	1594.470000	438.892000	83.717800
13.907050	836.618000	1354.320000	1494.400000	363.847000	1114.270000	1099.260000	1051.740000	348.846000	1694.510000	1574.450000	1306.800000	388.862000	771.587000	1116.780000	821.617000	283.814000	901.664000	1546.930000	1874.620000	461.412000	88.720800
14.413650	839.120000	1419.350000	1521.900000	396.381000	1339.320000	1271.770000	1056.750000	366.363000	1839.610000	1581.940000	1391.830000	441.393000	799.103000	1274.270000	936.684000	303.812000	1059.240000	1576.950000	2077.240000	508.926000	93.716800
15.014050	844.116000	1501.900000	1719.530000	398.882000	1381.830000	1289.290000	1331.800000	381.365000	1992.190000	1689.510000	1571.950000	446.396000	894.145000	1309.310000	1079.250000	311.317000	1076.760000	1584.450000	2174.800000	521.440000	96.217800
15.246700	1316.800000	1519.410000	1729.550000	448.891000	1421.850000	1692.010000	1359.320000	386.361000	2039.720000	1749.540000	1579.450000	501.428000	941.680000	1386.840000	1091.770000	428.893000	1104.280000	1747.040000	2177.290000	561.478000	98.733800
16.199875	1471.880000	1549.430000	1767.060000	453.907000	1591.940000	1742.050000	1376.840000	408.881000	2112.260000	2192.320000	1601.960000	548.956000	981.697000	1506.900000	1474.380000	431.394000	1314.300000	1869.620000	2214.830000	608.992000	111.234000
17.351950	1752.040000	1599.460000	1787.070000	466.408000	1596.960000	1744.540000	1424.350000	411.375000	2217.330000	2234.830000	1651.990000	606.490000	1311.810000	1516.910000	1732.040000	433.910000	1341.800000	1944.650000	2292.360000	616.489000	146.254000
17.442125	1762.060000	1644.480000	1927.150000	471.411000	1649.500000	1912.140000	1564.430000	443.895000	2242.330000	2254.850000	1834.610000	634.006000	1476.880000	1589.450000	1847.110000	463.913000	1371.820000	1984.690000	2354.910000	626.509000	148.749000
18.063325	1784.560000	1722.030000	1999.680000	503.944000	1994.690000	1949.670000	1629.480000	526.443000	2349.900000	2269.850000	1882.120000	726.554000	1739.540000	1624.480000	1849.610000	488.928000	1664.490000	2169.800000	2392.430000	631.505000	151.250000
18.634275	1827.090000	1969.690000	2059.730000	536.456000	1997.190000	1957.170000	1654.490000	551.458000		2309.880000	2024.700000	731.550000	2047.220000	1639.480000	1867.120000	506.445000	1857.110000	2179.800000		636.508000	158.769000
18.794000	1859.610000	2094.750000	2132.270000	538.957000	2099.750000	1982.190000	1659.500000	558.955000			2082.230000	744.071000	2142.280000	1754.560000	1947.170000	523.942000	1884.620000	2312.380000		639.023000	168.768000
18.915200	2034.720000	2294.860000	2359.910000	553.959000	2344.890000	2002.180000	1909.640000	613.988000			2134.760000	764.083000	2189.820000	1782.080000	2032.220000	531.439000	1942.160000	2337.400000		649.022000	171.269000
19.679200	2054.740000	2387.420000	2389.930000	563.972000	2362.410000	2057.230000	1932.160000	661.522000			2144.780000	776.583000		2037.220000	2239.830000	533.941000	2042.210000	2357.410000		654.025000	178.767000
19.714325	2092.250000			578.974000		2259.840000	2119.770000	666.518000			2182.300000	779.085000		2062.220000	2279.850000	566.474000	2064.740000	2379.910000		696.557000	181.268000
20.115225	2369.910000			581.475000		2282.360000	2187.310000	669.020000			2277.360000	819.115000		2257.350000	2339.890000	596.491000	2237.330000			759.087000	183.770000
20.246325				611.493000		2347.390000	2274.860000	684.036000				841.635000		2297.360000		603.989000	2307.380000			829.114000	191.281000
22.032325				629.003000		2384.920000	2299.860000	729.055000				854.136000		2382.430000		656.519000	2352.390000			831.615000	193.782000
22.220625				691.540000				734.072000				896.647000				671.535000				901.664000	196.284000
23.473475				751.568000				746.572000				934.183000				674.037000				904.165000	198.785000
25.131500				774.089000				749.067000				969.196000				676.538000				921.682000	208.784000
26.148525				786.582000				754.070000				1061.740000				681.541000				929.180000	211.286000
26.575350				806.601000				804.099000				1069.240000				699.038000				931.681000	218.783000
26.641925				836.618000				809.102000				1086.760000				761.567000				949.178000	223.786000
26.667350				839.120000				891.651000				1306.800000				771.587000				966.695000	226.281000
27.941900				844.116000				999.214000				1361.820000				784.087000				1059.240000	233.799000
30.809000				946.683000				1011.710000				1384.340000				789.104000				1074.240000	241.296000
31.167000				1111.770000				1036.730000				1391.830000				799.103000				1076.760000	248.801000
33.142725				1141.790000				1051.740000				1466.880000				814.098000				1104.280000	251.302000
33.917750				1286.770000				1056.750000				1566.950000				821.617000				1109.280000	253.797000
34.106000				1316.800000				1099.260000				1571.950000				894.145000				1314.300000	258.800000
35.037325				1354.320000				1114.270000				1574.450000				936.684000				1341.800000	268.813000
35.306200				1419.350000				1271.770000				1579.450000				941.680000				1371.820000	271.314000
35.455650				1426.850000				1289.290000				1581.940000				981.697000				1509.420000	276.317000
35.654875				1471.880000				1331.800000				1601.960000				1079.250000				1546.930000	281.313000
35.882450				1494.400000				1339.320000				1651.990000				1084.260000				1576.950000	283.814000
36.000800				1501.900000				1359.320000				1689.510000				1091.770000				1584.450000	291.333000
36.620750				1519.410000				1376.840000				1694.510000				1116.780000				1594.470000	296.329000
38.282400				1521.900000				1381.830000				1749.540000				1274.270000				1664.490000	298.816000
38.920075				1549.430000				1421.850000				1834.610000				1309.310000				1747.040000	301.332000
39.122000				1599.460000				1424.350000				1839.610000				1311.810000				1857.110000	303.812000
42.362350				1644.480000				1564.430000				1882.120000				1386.840000				1869.620000	306.328000
42.618975				1719.530000				1591.940000				1992.190000				1474.380000				1874.620000	311.317000
42.840175				1722.030000				1596.960000				2024.700000				1476.880000				1884.620000	316.333000
43.772250				1729.550000				1629.480000				2039.720000				1506.900000				1942.160000	318.828000
43.785750				1752.040000				1649.500000				2082.230000				1516.910000				1944.650000	321.329000
44.106225				1762.060000				1654.490000				2112.260000				1589.450000				1984.690000	331.328000
44.734025				1767.060000				1659.500000				2134.760000				1624.480000				2042.210000	336.331000
45.457750				1784.560000				1692.010000				2144.780000				1639.480000				2064.740000	338.833000
46.225675				1787.070000				1742.050000				2182.300000				1732.040000				2077.240000	348.846000
46.911475				1827.090000				1744.540000				2192.320000				1739.540000				2169.800000	353.849000
46.943725				1859.610000				1909.640000				2217.330000				1754.560000				2174.800000	356.343000
46.952375				1927.150000				1912.140000				2234.830000				1782.080000				2177.290000	363.847000
46.958225				1969.690000				1932.160000				2242.330000				1847.110000				2179.800000	366.363000
46.970050				1999.680000				1949.670000				2254.850000				1849.610000				2214.830000	368.864000
47.003825				2034.720000				1957.170000				2269.850000				1867.120000				2237.330000	371.345000
47.100200				2054.740000				1982.190000				2277.360000				1947.170000				2292.360000	381.365000
47.126650				2059.730000				1994.690000				2309.880000				2032.220000				2307.380000	386.361000
47.974600				2092.250000				1997.190000				2349.900000				2037.220000				2312.380000	388.862000
48.028325				2094.750000				2002.180000								2047.220000				2337.400000	393.865000
48.305400				2132.270000				2057.230000								2062.220000				2352.390000	396.381000
48.477125				2294.860000				2099.750000								2142.280000				2354.910000	398.882000
50.012100				2359.910000				2119.770000								2189.820000				2357.410000	408.881000
52.750875				2369.910000				2187.310000								2239.830000				2379.910000	411.375000
54.447150				2387.420000				2259.840000								2257.350000				2392.430000	416.378000
54.571450				2389.930000				2274.860000								2279.850000					426.391000
54.973500								2282.360000								2297.360000					428.893000
55.117675								2299.860000								2339.890000					431.394000
55.131525								2344.890000								2382.430000					433.910000
