SPK11c	num1areaSel	num1perimSel	num1radSel	num1sel	num2areaSel	num2perimSel	num2radSel	num2sel	num3areaSel	num3perimSel	num3radSel	num3sel	num4areaSel	num4perimSel	num4radSel	num4sel	num5areaSel	num5perimSel	num5radSel	num5sel	numAllSel
57.165450				1892.150000								2009.730000				1922.170000				2012.230000	495.716000
57.993075				1904.660000								2027.230000				1954.680000				2032.230000	500.719000
59.939700				1912.170000								2029.730000				1974.700000				2052.240000	503.221000
60.166175				1917.160000								2039.740000				1984.710000				2059.760000	513.233000
60.519175				1934.680000								2047.250000				1992.210000				2089.780000	523.232000
63.527725				1982.220000								2069.760000				2007.230000				2092.270000	525.748000
64.149675				2004.720000								2079.760000				2017.230000					528.249000
64.173200				2014.730000								2117.300000				2024.730000					530.730000
64.235800																					533.252000
64.734725																					535.747000
65.323450																					538.248000
66.034750																					540.750000
66.081350																					543.251000
67.329850																					545.753000
67.427925																					548.247000
67.475050																					558.267000
69.330475																					560.768000
69.994850																					563.263000
72.307575																					565.764000
73.170025																					568.266000
73.626475																					570.767000
74.783450																					573.269000
78.779150																					575.763000
78.842975																					578.279000
79.432925																					580.780000
80.228375																					583.282000
80.945150																					585.783000
82.976500																					593.280000
84.035050																					595.782000
84.483325																					630.796000
85.010425																					633.297000
87.125325																					635.812000
87.335975																					638.314000
87.338600																					640.815000
87.939675																					643.317000
88.135275																					645.811000
88.165250																					648.313000
88.389475																					650.814000
88.944775																					653.316000
90.647950																					655.817000
90.831475																					658.312000
91.036150																					660.813000
92.616650																					663.315000
92.850875																					665.816000
94.775750																					668.332000
94.833025																					670.833000
96.326525																					673.328000
96.515700																					675.829000
97.516325																					678.330000
97.622850																					680.832000
98.310550																					683.326000
100.024600																					685.828000
100.604175																					688.343000
101.767825																					690.845000
101.780975																					695.848000
102.068325																					698.342000
102.213200																					700.844000
102.271150																					708.348000
103.641700																					710.843000
104.522425																					713.365000
106.983925																					715.846000
107.272200																					718.361000
107.316375																					720.842000
108.150700																					723.364000
109.819000																					733.363000
110.438400																					735.864000
111.626175																					738.359000
112.051850																					740.860000
112.139775																					743.362000
112.370675																					745.877000
112.496150																					748.379000
112.801300																					750.880000
113.567925																					753.375000
114.879475																					755.876000
115.239200																					758.378000
115.706500																					760.879000
115.881725																					763.381000
116.277475																					765.875000
116.460925																					768.377000
117.448100																					770.878000
118.240625																					773.393000
118.889675																					775.895000
119.465600																					778.396000
120.257550																					780.891000
120.849925																					783.392000
122.813975																					785.894000
123.147225																					790.890000
123.886675																					810.908000
125.067125																					815.911000
125.649400																					818.406000
125.848475																					820.907000
126.962700																					823.409000
131.555475																					825.910000
131.733100																					828.412000
131.976375																					830.927000
133.033100																					838.425000
133.074500																					840.926000
133.444925																					843.428000
134.502400																					845.922000
134.805475																					848.424000
135.285425																					850.925000
135.635175																					853.427000
135.698200																					855.942000
136.638900																					858.443000
137.069975																					860.938000
137.113075																					863.439000
137.843800																					865.941000
139.209100																					878.441000
140.185825																					880.943000
141.081100																					883.458000
141.160475																					885.960000
143.034900																					888.454000
144.408875																					890.956000
144.715475																					893.457000
145.401675																					895.958000
145.570675																					898.460000
145.598900																					900.954000
145.747450																					903.456000
145.766850																					905.957000
145.789625																					908.459000
145.970450																					910.974000
146.430225																					913.476000
147.055175																					915.970000
147.652325																					918.472000
148.115550																					920.973000
148.259150																					923.475000
150.167175																					925.976000
150.749900																					928.471000
151.043725																					930.993000
151.210175																					933.488000
153.207775																					935.989000
153.918475																					938.490000
154.894125																					943.486000
155.206775																					950.991000
156.387425																					953.492000
156.398150																					955.987000
157.108375																					958.488000
157.110900																					960.990000
157.731775																					968.508000
158.457825																					971.003000
159.733950																					973.504000
160.275925																					981.002000
160.332700																					988.520000
160.359375																					991.007000
160.392700																					993.523000
160.435575																					996.024000
161.050900																					998.519000
161.199150																					1001.020000
162.966325																					1003.520000
162.996675																					1006.020000
163.110100																					1023.540000
163.149725																					1026.040000
163.177125																					1028.540000
163.212500																					1031.040000
164.922300																					1033.540000
165.026700																					1036.030000
165.226825																					1038.540000
165.542650																					1041.050000
165.684900																					1043.540000
166.023350																					1046.050000
166.666675																					1048.560000
167.154125																					1051.050000
167.768125																					1053.550000
167.781675																					1056.050000
168.278100																					1058.550000
168.624950																					1061.060000
169.287225																					1071.060000
170.209225																					1073.570000
170.492150																					1076.070000
170.979625																					1078.570000
171.589450																					1081.070000
173.902275																					1083.570000
173.947400																					1086.070000
175.138425																					1088.570000
175.956350																					1091.070000
176.112225																					1093.590000
176.396275																					1096.080000
176.888550																					1098.590000
177.376525																					1101.070000
180.190100																					1103.570000
181.374775																					1106.070000
181.964025																					1108.580000
184.266625																					1111.090000
184.403350																					1113.590000
184.490950																					1121.080000
184.524525																					1128.600000
184.529350																					1131.100000
185.458150																					1133.600000
185.479475																					1136.100000
185.484350																					1165.400000
186.350175																					1169.230000
186.789175																					1171.730000
187.098450																					1174.230000
188.465075																					1176.740000
190.271125																					1179.250000
192.280425																					1181.750000
193.084800																					1184.250000
194.228225																					1186.750000
194.727200																					1189.250000
195.434475																					1191.750000
196.577925																					1194.250000
197.055750																					1196.750000
197.619625																					1199.250000
197.699525																					1201.750000
197.851850																					1204.270000
198.178500																					1206.770000
198.187600																					1209.270000
198.210700																					1211.760000
198.963225																					1214.260000
199.199375																					1216.770000
201.189525																					1219.270000
201.599900																					1221.770000
201.819200																					1224.260000
203.146700																					1279.300000
203.214625																					1289.320000
203.448425																					1314.320000
203.509025																					1316.830000
204.327450																					1319.310000
204.352600																					1329.330000
204.387675																					1331.830000
204.390325																					1334.330000
204.588450																					1394.380000
204.674125																					1396.860000
205.228650																					1399.380000
205.338850																					1401.870000
205.355725																					1404.380000
205.723650																					1406.880000
205.725700																					1409.380000
205.759025																					1411.880000
205.808475																					1414.370000
205.828600																					1419.380000
205.831375																					1421.890000
205.899075																					1424.370000
205.945600																					1426.880000
205.948675																					1429.390000
206.019675																					1434.390000
206.067675																					1436.900000
206.308700																					1439.400000
206.339550																					1441.890000
206.372250																					1444.390000
206.476375																					1446.890000
206.707375																					1449.400000
206.728625																					1451.910000
206.781225																					1454.410000
206.944350																					1456.910000
207.156300																					1459.410000
208.043100																					1466.910000
209.007800																					1469.410000
209.023225																					1471.910000
209.033500																					1474.410000
209.073125																					1476.910000
209.265250																					1479.430000
209.449650																					1481.930000
210.734150																					1484.420000
211.783175																					1486.920000
213.709575																					1489.430000
213.869450																					1491.930000
213.998950																					1494.430000
214.002850																					1521.940000
214.670050																					1524.440000
214.779325																					1526.940000
219.172175																					1531.940000
219.185450																					1534.440000
219.206600																					1539.440000
219.220175																					1541.940000
219.478000																					1544.440000
219.523225																					1546.960000
219.572375																					1551.960000
219.849025																					1556.960000
220.846650																					1559.460000
223.379225																					1561.950000
225.245500																					1564.460000
225.751475																					1566.960000
226.532375																					1569.460000
226.938400																					1576.970000
228.871675																					1579.470000
228.951825																					1581.970000
229.052150																					1584.470000
229.453800																					1586.980000
229.466000																					1589.470000
229.558000																					1591.990000
230.415300																					1594.470000
230.432225																					1596.990000
231.566000																					1599.470000
231.583475																					1601.990000
231.701250																					1604.490000
231.728925																					1609.490000
232.404375																					1611.990000
233.053600																					1614.490000
233.202975																					1616.990000
236.414000																					1621.990000
236.527275																					1624.510000
236.560500																					1627.010000
236.706425																					1632.000000
236.965150																					1634.500000
238.847750																					1639.510000
239.436200																					1642.000000
240.581225																					1644.500000
241.056250																					1647.000000
242.746075																					1649.510000
242.794900																					1652.010000
243.821375																					1654.520000
243.850550																					1657.020000
245.908250																					1659.520000
246.059750																					1662.020000
246.085475																					1664.520000
246.948300																					1667.020000
247.552600																					1669.520000
247.855125																					1672.020000
248.339250																					1679.520000
248.800800																					1684.530000
249.138825																					1689.540000
249.704200																					1692.040000
249.727500																					1697.030000
249.876600																					1702.040000
250.038975																					1707.050000
250.463475																					1709.530000
250.671450																					1717.050000
250.909375																					1722.060000
251.041825																					1724.550000
251.513725																					1727.050000
251.595550																					1734.570000
251.731000																					1737.070000
251.734550																					1744.570000
252.205150																					1752.070000
252.210050																					1767.080000
252.215050																					1769.580000
252.232800																					1772.090000
252.270925																					1774.590000
252.276050																					1777.090000
252.279900																					1779.580000
252.293075																					1782.080000
252.388075																					1792.080000
252.403250																					1794.600000
252.411250																					1797.100000
252.451150																					1799.600000
252.476050																					1802.100000
252.483125																					1812.100000
252.495275																					1817.100000
252.505875																					1827.120000
252.573025																					1842.130000
252.655425																					1849.630000
253.434250																					1852.130000
253.456475																					1854.630000
253.750425																					1857.140000
254.050400																					1859.630000
254.159175																					1862.130000
254.292050																					1864.630000
255.590875																					1867.150000
257.204025																					1879.650000
257.882275																					1882.150000
259.794375																					1884.650000
260.233650																					1887.150000
261.952050																					1889.650000
262.716425																					1892.150000
262.859450																					1894.660000
264.197900																					1897.140000
264.265350																					1899.670000
265.009325																					1904.660000
265.063025																					1907.160000
265.366400																					1909.670000
265.426975																					1912.170000
265.486050																					1914.660000
265.499550																					1917.160000
267.002700																					1919.680000
268.333000																					1922.170000
269.100975																					1924.680000
269.120175																					1927.180000
269.449325																					1934.680000
269.924125																					1942.180000
271.537200																					1944.680000
271.573125																					1947.180000
272.081150																					1949.680000
272.084500																					1952.180000
272.648050																					1954.680000
273.276875																					1964.700000
274.860925																					1967.190000
275.567275																					1969.690000
276.180375																					1972.200000
276.526775																					1974.700000
277.075600																					1977.210000
277.193775																					1982.220000
277.413800																					1984.710000
277.628200																					1992.210000
278.014400																					1997.210000
278.086275																					1999.710000
278.122175																					2002.210000
278.358775																					2004.720000
278.801550																					2007.230000
278.994125																					2009.730000
278.998000																					2012.230000
279.327750																					2014.730000
279.835150																					2017.230000
279.910200																					2024.730000
280.201925																					2027.230000
280.251400																					2029.730000
282.420000																					2032.230000
283.336100																					2034.750000
283.517350																					2039.740000
284.668525																					2047.250000
285.324075																					2052.240000
285.663425																					2059.760000
287.189125																					2067.260000
288.093025																					2069.760000
289.729900																					2079.760000
289.750850																					2089.780000
289.777175																					2092.270000
291.437875																					2104.770000
292.618350																					2107.280000
295.294575																					2117.300000
296.048075																					2122.290000
296.233950																					
296.515625																					
298.936425																					
299.223375																					
299.471325																					
299.508475																					
299.733700																					
299.880525																					
299.981475																					
301.228450																					
301.242175																					
301.783825																					
301.854700																					
302.338225																					
302.988900																					
303.580225																					
304.603200																					
304.823200																					
305.717850																					
306.125750																					
307.676300																					
309.110100																					
309.141925																					
309.185550																					
310.117750																					
310.749825																					
310.855875																					
313.351075																					
313.653700																					
313.807500																					
313.915875																					
314.782100																					
315.684500																					
317.268325																					
317.707275																					
318.173750																					
319.296425																					
320.231850																					
321.377850																					
321.567800																					
322.170625																					
322.212775																					
322.347125																					
323.459375																					
323.467350																					
323.575625																					
324.163450																					
324.214300																					
324.989900																					
325.147725																					
325.427650																					
325.510675																					
327.715725																					
328.603975																					
330.483375																					
330.523500																					
330.709450																					
330.721725																					
330.753700																					
330.828925																					
330.932925																					
330.967625																					
331.410650																					
331.434775																					
331.595450																					
331.621025																					
331.639500																					
331.647275																					
331.929350																					
332.106000																					
332.116950																					
332.198625																					
332.216850																					
332.248075																					
332.328875																					
332.522650																					
332.524350																					
332.531025																					
332.615425																					
332.629925																					
332.665875																					
332.671400																					
332.673125																					
332.698625																					
332.716825																					
332.759575																					
333.038900																					
333.077800																					
333.284325																					
333.313800																					
333.357475																					
333.516950																					
367.227950																					
367.238300																					
367.590300																					
368.045750																					
368.207100																					
368.750400																					
369.266925																					
369.667025																					
370.015750																					
370.718050																					
370.741800																					
370.992975																					
371.404450																					
371.525975																					
373.077850																					
373.083275																					
373.108175																					
373.400975																					
373.551525																					
373.613575																					
373.742675																					
374.130275																					
374.341625																					
374.478475																					
374.520275																					
374.756475																					
374.770050																					
375.343775																					
375.377800																					
375.987325																					
376.174125																					
376.594150																					
377.156750																					
378.069225																					
378.607750																					
378.672250																					
378.849975																					
379.161550																					
379.171375																					
379.220875																					
379.960225																					
380.039300																					
380.094550																					
381.151375																					
381.186500																					
381.203925																					
381.213550																					
381.253550																					
381.281400																					
381.315475																					
381.322375																					
381.324800																					
381.371400																					
381.486850																					
381.591650																					
381.744025																					
381.967500																					
384.071075																					
385.667775																					
385.869500																					
385.887875																					
386.482000																					
387.247850																					
387.426150																					
388.113675																					
388.672400																					
389.240600																					
389.690975																					
389.907050																					
391.551100																					
392.300350																					
392.492975																					
394.033925																					
394.526750																					
395.018425																					
395.756275																					
397.400675																					
397.580400																					
397.788125																					
398.648425																					
398.681000																					
401.146550																					
402.462800																					
403.876275																					
403.979475																					
405.567700																					
406.180350																					
406.297025																					
406.984625																					
407.987275																					
408.395025																					
408.732375																					
409.667175																					
410.126800																					
410.710050																					
410.780450																					
410.886225																					
411.165975																					
411.455025																					
411.457475																					
411.479500																					
412.485225																					
412.519775																					
413.503550																					
414.758000																					
415.138725																					
415.563275																					
416.224300																					
417.498225																					
417.961300																					
418.601025																					
419.544025																					
420.495025																					
421.662750																					
421.694500																					
421.868525																					
422.343050																					
422.897725																					
423.546950																					
423.866750																					
424.712100																					
425.114650																					
425.793925																					
425.881000																					
428.167275																					
428.780550																					
428.929425																					
429.362950																					
429.442100																					
430.513600																					
434.042900																					
435.862200																					
436.237650																					
438.945575																					
441.539725																					
443.964575																					
443.977125																					
445.029975																					
445.128975																					
445.400100																					
445.548525																					
446.097450																					
446.484800																					
446.648125																					
447.670825																					
447.690200																					
448.214450																					
448.400875																					
450.352175																					
450.684850																					
450.736625																					
450.761850																					
451.688375																					
451.694825																					
452.237950																					
452.401400																					
452.648675																					
452.983050																					
453.317975																					
453.794700																					
454.533425																					
455.759875																					
455.984775																					
457.019250																					
458.010650																					
458.453700																					
459.449250																					
459.532675																					
460.246500																					
461.348275																					
461.713725																					
462.449100																					
462.634575																					
463.112200																					
463.443100																					
464.818475																					
464.958650																					
465.769150																					
465.888075																					
469.276200																					
470.115150																					
470.126525																					
470.946650																					
470.988625																					
471.742125																					
472.476800																					
472.872050																					
473.345500																					
474.410875																					
474.435650																					
474.468775																					
474.608750																					
474.903400																					
475.488350																					
475.576750																					
476.262175																					
477.904250																					
477.940000																					
477.956700																					
478.585300																					
478.608675																					
482.488500																					
484.786300																					
485.175250																					
486.555350																					
486.808125																					
487.002025																					
487.564425																					
487.565750																					
489.035925																					
