SPK11c	num1areaSel	num1perimSel	num1radSel	num1sel	num2areaSel	num2perimSel	num2radSel	num2sel	num3areaSel	num3perimSel	num3radSel	num3sel	num4areaSel	num4perimSel	num4radSel	num4sel	num5areaSel	num5perimSel	num5radSel	num5sel	numAllSel
489.147800																					
489.240175																					
489.262175																					
490.471850																					
491.182100																					
491.260700																					
491.315550																					
494.039225																					
495.491900																					
496.767600																					
497.616975																					
498.029100																					
498.451200																					
498.481175																					
499.305925																					
501.062250																					
502.134550																					
504.647950																					
505.459200																					
506.002500																					
506.059775																					
510.713500																					
511.257425																					
511.866775																					
512.877825																					
513.146275																					
514.189625																					
515.149550																					
515.813050																					
516.453875																					
517.091925																					
518.818625																					
518.829625																					
518.952350																					
518.956150																					
519.187050																					
521.350350																					
522.019200																					
525.915075																					
526.171900																					
527.079575																					
527.107450																					
529.193150																					
529.872250																					
533.196500																					
533.320750																					
533.337625																					
533.350750																					
533.734475																					
534.199075																					
534.204700																					
534.533625																					
534.834125																					
535.280225																					
536.593525																					
538.057925																					
538.328450																					
539.363925																					
539.992050																					
542.179600																					
542.511650																					
542.525175																					
543.613125																					
543.651525																					
544.864675																					
545.962475																					
546.303300																					
547.400975																					
548.729475																					
549.286800																					
550.078575																					
551.275925																					
554.865525																					
555.283675																					
555.432100																					
555.642325																					
555.729425																					
557.674450																					
558.816425																					
558.831075																					
560.447475																					
560.490850																					
561.858900																					
561.927150																					
562.058500																					
562.338500																					
562.410675																					
563.670650																					
564.715950																					
564.975900																					
565.056100																					
565.690425																					
565.702525																					
565.766425																					
566.496750																					
568.654025																					
568.674525																					
569.143600																					
569.533650																					
570.195375																					
570.703225																					
570.869950																					
571.855825																					
571.863725																					
571.867050																					
572.335100																					
572.558300																					
573.618875																					
573.806525																					
575.128275																					
575.556350																					
575.566850																					
575.841150																					
576.821300																					
577.790825																					
577.922200																					
578.771575																					
579.263200																					
579.829950																					
581.045350																					
581.050550																					
581.324825																					
581.611300																					
581.656400																					
581.682800																					
583.487325																					
583.682250																					
583.806950																					
584.296200																					
585.541300																					
585.567350																					
585.595575																					
587.033500																					
587.590525																					
587.607950																					
588.655000																					
588.676000																					
588.823050																					
589.287825																					
589.339075																					
589.483525																					
589.540675																					
591.042800																					
593.277300																					
593.601425																					
595.430075																					
597.318025																					
597.498275																					
597.859975																					
598.083000																					
598.680150																					
599.352500																					
601.254025																					
601.514950																					
604.511525																					
604.848875																					
606.163675																					
606.731250																					
606.890725																					
607.738375																					
607.742275																					
609.354725																					
609.391375																					
609.992925																					
611.525175																					
612.059650																					
612.791000																					
613.601600																					
613.921400																					
614.092175																					
614.280800																					
614.285625																					
614.353225																					
614.370700																					
614.421950																					
614.980675																					
616.510025																					
618.235425																					
619.066400																					
619.094050																					
619.119100																					
620.515225																					
621.777900																					
622.238300																					
622.450425																					
623.427725																					
625.029475																					
626.446175																					
627.625125																					
629.050900																					
629.078400																					
629.368600																					
629.667125																					
629.675175																					
631.073800																					
633.788200																					
634.713200																					
635.165350																					
635.177875																					
635.198700																					
635.217350																					
635.438250																					
638.236600																					
639.184075																					
639.935850																					
639.946750																					
642.621775																					
643.695425																					
644.443875																					
644.512600																					
645.863700																					
646.724975																					
647.164500																					
648.146800																					
648.892400																					
650.212325																					
650.638000																					
652.145775																					
653.196825																					
653.389625																					
655.055325																					
656.466200																					
656.501775																					
656.750725																					
657.371250																					
657.390475																					
659.968775																					
660.674825																					
661.771875																					
662.567675																					
662.742950																					
662.934725																					
663.104925																					
664.179200																					
664.182875																					
664.194975																					
664.752425																					
666.047200																					
667.641450																					
668.732000																					
669.452950																					
670.386025																					
670.514125																					
670.813450																					
671.250400																					
672.231575																					
672.398275																					
673.134000																					
673.409200																					
673.871700																					
674.329025																					
674.898325																					
675.001175																					
675.610975																					
675.621225																					
676.017275																					
677.584525																					
678.326475																					
678.343100																					
679.876225																					
679.960600																					
680.560650																					
681.637025																					
683.092225																					
686.501200																					
686.618250																					
686.644600																					
688.420700																					
688.456675																					
689.674050																					
690.330475																					
690.605325																					
690.729275																					
690.869275																					
692.875675																					
693.243525																					
693.367325																					
693.449325																					
693.500200																					
693.519975																					
693.961225																					
694.490250																					
694.895225																					
695.050325																					
695.106850																					
695.924375																					
697.718725																					
700.657350																					
700.665775																					
700.739275																					
701.093125																					
701.944875																					
702.216275																					
702.467075																					
704.144925																					
704.814200																					
704.866800																					
705.097100																					
705.566100																					
705.653425																					
705.806775																					
707.149100																					
708.655550																					
709.258350																					
709.371525																					
710.486225																					
712.179350																					
712.410950																					
712.524900																					
714.053100																					
715.526825																					
716.550050																					
717.392950																					
717.756050																					
718.925175																					
719.041200																					
719.087550																					
719.239425																					
719.832825																					
719.847800																					
719.870125																					
720.697050																					
721.063875																					
721.330475																					
723.378050																					
724.506725																					
724.894000																					
725.030000																					
728.437250																					
728.540775																					
728.744400																					
729.133800																					
729.654875																					
730.336700																					
730.384975																					
732.528175																					
732.830775																					
732.971600																					
733.457350																					
733.931825																					
734.825500																					
734.844050																					
735.294750																					
735.451450																					
735.612100																					
738.220025																					
739.417700																					
741.290550																					
741.538050																					
742.300075																					
742.578825																					
743.083275																					
744.054925																					
744.170575																					
744.752900																					
745.172700																					
745.414850																					
746.126500																					
746.691025																					
748.170650																					
748.940525																					
749.461750																					
752.177250																					
754.374800																					
754.912600																					
755.125975																					
755.345900																					
758.239375																					
758.300050																					
758.898600																					
759.487500																					
759.890850																					
760.315550																					
760.523675																					
763.314225																					
763.651350																					
764.794025																					
764.823850																					
765.811250																					
766.901450																					
767.276300																					
768.121550																					
768.243125																					
768.489925																					
768.643800																					
768.984725																					
773.572625																					
773.657425																					
773.673250																					
773.684300																					
773.769300																					
773.825375																					
774.829275																					
775.784600																					
775.797000																					
776.065925																					
777.020875																					
777.212300																					
778.165275																					
778.410325																					
779.964825																					
780.695525																					
780.937250																					
783.958725																					
785.125375																					
785.571625																					
786.136825																					
786.303725																					
786.417050																					
787.925725																					
791.032125																					
791.328600																					
791.403625																					
792.313625																					
793.103600																					
793.181725																					
794.725450																					
794.740425																					
796.344250																					
799.263625																					
800.496700																					
801.224575																					
801.359600																					
801.950100																					
803.531075																					
804.005575																					
805.306700																					
805.411250																					
805.560850																					
805.754025																					
805.780000																					
809.401150																					
810.221425																					
810.454775																					
810.651675																					
811.476875																					
811.996025																					
816.250250																					
816.416475																					
817.103675																					
817.325025																					
818.070025																					
819.985050																					
820.054525																					
820.768275																					
821.671750																					
822.165225																					
822.175825																					
822.187375																					
823.483675																					
823.627075																					
824.294525																					
824.874225																					
825.013100																					
828.112100																					
828.116650																					
828.137750																					
828.506975																					
828.595625																					
829.509775																					
829.512925																					
829.687125																					
830.008550																					
830.142825																					
830.149725																					
832.683550																					
832.842400																					
833.011250																					
834.803525																					
836.748550																					
837.125175																					
837.143650																					
837.212400																					
837.217500																					
837.783975																					
838.317500																					
838.409400																					
839.189250																					
839.875400																					
839.878950																					
841.378650																					
842.447650																					
843.705900																					
844.884325																					
847.041550																					
849.698950																					
849.987100																					
851.473625																					
852.218150																					
852.944200																					
853.511750																					
853.556600																					
854.225325																					
854.765275																					
855.457075																					
855.861925																					
856.950650																					
857.902125																					
861.482900																					
861.865100																					
861.907700																					
861.926775																					
864.026475																					
865.000725																					
866.206500																					
867.674150																					
867.845875																					
871.615675																					
872.145775																					
872.880025																					
873.072975																					
873.326950																					
873.414150																					
874.129225																					
874.153600																					
875.001950																					
876.767075																					
878.494100																					
879.690175																					
879.927825																					
880.134575																					
880.623100																					
881.805575																					
883.765800																					
884.677575																					
886.563275																					
887.599250																					
888.851375																					
890.453600																					
893.473250																					
896.777650																					
897.254950																					
897.899825																					
898.203450																					
898.697825																					
898.902800																					
899.582350																					
899.591900																					
900.796250																					
901.027225																					
903.687900																					
904.636475																					
906.813425																					
907.167650																					
907.288500																					
908.256325																					
909.235625																					
909.258025																					
909.361575																					
909.511975																					
910.511825																					
911.110325																					
911.836675																					
912.716025																					
914.762700																					
916.585425																					
918.621550																					
918.993175																					
920.421700																					
922.624950																					
924.495850																					
924.498975																					
924.718750																					
924.960925																					
926.414100																					
927.099525																					
928.551475																					
928.683350																					
929.094050																					
929.888575																					
930.104350																					
930.908300																					
932.168175																					
933.796575																					
937.870225																					
938.557175																					
939.818625																					
939.843525																					
939.906175																					
942.061400																					
942.861175																					
942.874175																					
943.490250																					
943.939200																					
946.574700																					
947.054225																					
947.082800																					
948.464250																					
948.539325																					
949.018325																					
949.493850																					
950.432575																					
951.337775																					
951.522875																					
951.552325																					
952.597100																					
952.757125																					
952.766475																					
955.644175																					
956.607250																					
958.579250																					
959.476100																					
959.641575																					
961.245675																					
961.315675																					
962.268250																					
962.580575																					
962.795550																					
963.182500																					
963.852575																					
964.086200																					
964.367425																					
965.484750																					
965.613775																					
967.785400																					
971.186650																					
971.275375																					
971.424975																					
972.729975																					
974.678000																					
977.183850																					
977.223075																					
977.322125																					
977.416375																					
977.765550																					
977.923675																					
980.233850																					
981.337450																					
982.836250																					
983.933575																					
984.466550																					
984.488800																					
984.841650																					
985.124075																					
986.408625																					
987.065775																					
987.141900																					
987.155625																					
987.166575																					
987.186000																					
987.250375																					
987.414900																					
987.446350																					
990.246150																					
990.938425																					
991.658300																					
991.964425																					
991.984925																					
992.009850																					
992.541250																					
995.111725																					
996.824750																					
997.224250																					
998.633800																					
998.764400																					
999.222375																					
999.776975																					
1000.042300																					
1000.287175																					
1000.882475																					
1001.685225																					
1002.988550																					
1003.084325																					
1003.261175																					
1003.269800																					
1003.309250																					
1003.678025																					
1004.766350																					
1004.777675																					
1007.357875																					
1008.707500																					
1008.970950																					
1009.266050																					
1009.356375																					
1010.478025																					
1010.690350																					
1010.728225																					
1012.347175																					
1012.807775																					
1013.156425																					
1016.089200																					
1016.390675																					
1016.450100																					
1017.252800																					
1018.286400																					
1018.439750																					
1018.552675																					
1021.957025																					
1022.582925																					
1023.602725																					
1024.009750																					
1024.946950																					
1025.643600																					
1026.140600																					
1026.153550																					
1026.721125																					
1026.783125																					
1027.656425																					
1027.728675																					
1028.010150																					
1028.048550																					
1029.481200																					
1029.927425																					
1029.960475																					
1030.503425																					
1030.991650																					
1031.080700																					
1031.442500																					
1031.706600																					
1032.044750																					
1032.658150																					
1032.906775																					
1032.971700																					
1032.987050																					
1033.820825																					
1035.651375																					
1036.123550																					
1036.190775																					
1036.662400																					
1036.902050																					
1038.224975																					
1040.122800																					
1040.220125																					
1040.432450																					
1041.875225																					
1042.366325																					
1042.373250																					
1042.928650																					
1042.972475																					
1043.387900																					
1043.401025																					
1043.480675																					
1043.488775																					
1043.528025																					
1043.991000																					
1047.185325																					
1047.210300																					
1048.172475																					
1048.409525																					
1051.209300																					
1052.591075																					
1054.047050																					
1055.434250																					
1057.511625																					
1057.683375																					
1057.851000																					
1058.074525																					
1058.405725																					
1060.157425																					
1060.204900																					
1063.196950																					
1063.904275																					
1065.617350																					
1066.695875																					
1067.079000																					
1067.914250																					
1068.320975																					
1068.576600																					
1068.737675																					
1069.372975																					
1069.379725																					
1070.827375																					
1071.264825																					
1075.132050																					
1077.792075																					
1078.022300																					
1078.091100																					
1079.237950																					
1079.355575																					
1080.227950																					
1080.240350																					
1084.086075																					
1085.031250																					
1085.873900																					
1086.171850																					
1086.422575																					
1086.749525																					
1088.043225																					
1091.531400																					
1094.783625																					
1095.059875																					
1096.463400																					
1096.475550																					
1097.992400																					
1099.003825																					
1099.012225																					
1100.256875																					
1100.261925																					
1101.147825																					
1101.284525																					
1101.777550																					
1101.781875																					
1102.688175																					
1103.926625																					
1104.061850																					
1105.711500																					
1106.379925																					
1106.411425																					
1108.575325																					
1109.702500																					
1111.352825																					
1111.537375																					
1111.794475																					
1111.799450																					
1111.836225																					
1112.668950																					
1114.325775																					
1114.474650																					
1115.078525																					
1115.402800																					
1115.663750																					
1116.484050																					
1116.504825																					
1119.102375																					
1121.160250																					
1121.175950																					
1121.247525																					
1121.353675																					
1123.669975																					
1124.307125																					
1124.354750																					
1125.037675																					
1125.388075																					
1125.808600																					
1126.074475																					
1126.592925																					
1127.374525																					
1127.498200																					
1127.513025																					
1132.358050																					
1132.565775																					
1134.520525																					
1134.747125																					
1135.243000																					
1135.973450																					
1137.741225																					
1137.905325																					
1139.116025																					
1139.305225																					
1140.405425																					
1140.415825																					
1140.953900																					
1141.191875																					
1141.216675																					
1141.631725																					
1143.371225																					
1144.282950																					
1144.310825																					
1144.462425																					
1146.414725																					
1146.810000																					
1148.559025																					
1148.578525																					
1148.868750																					
1149.486725																					
1150.182800																					
1151.772150																					
1152.126650																					
1152.246450																					
1154.884500																					
1155.995100																					
1158.178100																					
1159.317950																					
1159.388575																					
1160.570050																					
1160.720825																					
1161.127775																					
1161.968000																					
1163.188350																					
1163.768150																					
1164.261300																					
1164.321550																					
1164.943575																					
1165.088725																					
1167.650175																					
1167.722000																					
1169.383375																					
1171.997775																					
1172.872600																					
1173.061450																					
1173.460650																					
1174.170325																					
1174.215200																					
1175.481725																					
1176.273925																					
1176.955600																					
1176.958300																					
1177.678275																					
1178.904925																					
1178.985850																					
1179.838500																					
1180.193900																					
1180.783050																					
1181.108800																					
1182.027200																					
1182.163050																					
1186.059325																					
1188.262800																					
1188.510025																					
1188.538975																					
1190.456325																					
1190.550325																					
1190.636050																					
1191.008100																					
1191.936300																					
1191.966850																					
1192.147050																					
1192.991875																					
1193.446075																					
1193.546450																					
1194.067450																					
1194.598900																					
1195.719850																					
1195.725375																					
1196.534075																					
1197.615000																					
1198.134300																					
1199.324350																					
1199.793550																					
1199.822025																					
1201.887950																					
1203.265075																					
1204.650650																					
1204.726625																					
1205.383850																					
1206.002000																					
1206.585550																					
1206.683050																					
1208.269325																					
1208.777075																					
1209.110875																					
1209.301625																					
1209.349025																					
1209.681600																					
1210.046975																					
1211.726200																					
1212.540700																					
1213.303050																					
1213.864500																					
1214.373000																					
1214.394650																					
1214.470050																					
1215.689650																					
1215.771825																					
1216.810150																					
1218.020075																					
1219.824300																					
1219.895525																					
1220.282775																					
1222.646425																					
1222.773275																					
1222.795575																					
1223.016850																					
1223.519775																					
1223.562200																					
1223.993925																					
1224.369225																					
1225.512875																					
1226.250075																					
1226.325075																					
1226.489475																					
1227.943750																					
1228.489175																					
1229.981500																					
1232.294850																					
1232.334325																					
1233.593350																					
1233.600000																					
1233.611900																					
1233.698775																					
1233.713425																					
1233.715225																					
1233.745700																					
1233.833275																					
1233.852825																					
1234.440800																					
1234.500850																					
1234.567775																					
1234.577075																					
1234.601550																					
1234.618075																					
1234.621650																					
1234.627975																					
1234.639900																					
1234.649650																					
1234.726225																					
1234.751425																					
1234.878525																					
1234.913725																					
1235.024850																					
1235.030775																					
1235.193450																					
1235.273375																					
1235.333350																					
1235.351825																					
1235.456800																					
1235.479600																					
1235.496925																					
1235.597025																					
1235.606925																					
1235.612675																					
1235.749325																					
1235.797450																					
1235.918600																					
1236.105175																					
1236.157850																					
1236.169250																					
1236.312275																					
1236.430350																					
1236.449875																					
1236.492125																					
1236.570625																					
1236.596400																					
1236.636375																					
1236.675925																					
1236.689950																					
1236.812425																					
1236.852275																					
1236.892475																					
1236.992200																					
1237.052175																					
1237.092375																					
1237.112150																					
1237.130750																					
1237.230625																					
1237.290550																					
1237.291850																					
1237.312450																					
1237.331725																					
1237.410950																					
1237.431100																					
1237.432325																					
1237.530875																					
1237.551125																					
1237.572450																					
1237.596050																					
1237.615875																					
1237.651050																					
1237.831025																					
1237.950975																					
1237.991125																					
1238.116200																					
1238.131100																					
1238.151125																					
1238.211775																					
1238.271225																					
1238.371150																					
1238.412225																					
1238.450975																					
1238.471100																					
1238.531125																					
1238.831050																					
1238.851075																					
1238.891100																					
1238.990600																					
1239.070975																					
1239.091000																					
1239.131000																					
1239.266775																					
1239.411050																					
1239.431050																					
1239.471025																					
1239.710525																					
1239.796275																					
1239.811050																					
1239.831725																					
1239.951850																					
1239.971850																					
1240.050925																					
1240.111050																					
1240.131600																					
1240.251125																					
1240.311225																					
1240.391075																					
1240.410900																					
1240.626700																					
1240.631100																					
1240.711050																					
1240.746650																					
1240.776275																					
1240.870925																					
1241.333000																					
1275.366200																					
1275.394500																					
1275.485850																					
1275.494825																					
1275.508875																					
1275.516850																					
1275.536875																					
1275.556825																					
1275.560825																					
1275.563850																					
1275.566825																					
1275.568875																					
1275.571850																					
1275.599850																					
1275.602850																					
1275.718850																					
1275.724825																					
1275.728825																					
1275.737825																					
1276.659050																					
1277.185800																					
1277.864075																					
1277.888225																					
1279.542975																					
1280.040825																					
1280.141850																					
1280.249950																					
1281.027825																					
1281.892925																					
1283.621500																					
1284.989900																					
1286.094050																					
1287.858375																					
1288.235025																					
1289.371525																					
1289.792975																					
1291.129725																					
1291.139700																					
1291.385925																					
1291.578975																					
1292.552925																					
1294.673650																					
1295.065700																					
1295.293025																					
1295.670550																					
1296.589400																					
1298.145075																					
1298.975775																					
1300.279050																					
1300.838350																					
1300.988125																					
1301.033325																					
1303.223900																					
1303.957125																					
1305.102225																					
1305.331200																					
1305.644375																					
1306.589700																					
1309.026075																					
1310.330100																					
1310.353275																					
1311.363675																					
1311.432850																					
1312.089550																					
1314.680525																					
1315.183425																					
1315.665975																					
1316.805850																					
1317.482450																					
1317.632075																					
1319.090325																					
1320.124650																					
1322.016750																					
1323.298650																					
1324.228050																					
1324.772750																					
1325.043150																					
1325.084850																					
1327.558925																					
1329.023950																					
1329.145150																					
1329.195825																					
1331.398800																					
1331.784100																					
1332.245975																					
1333.246450																					
1333.878800																					
1336.563100																					
1336.952800																					
1337.052375																					
1337.389350																					
1338.052700																					
1338.583100																					
1340.504200																					
1340.611000																					
1341.136325																					
1341.577775																					
1342.486725																					
1342.916875																					
1342.992125																					
1344.277375																					
1380.882900																					
1383.525925																					
1384.822500																					
1385.932300																					
1386.046975																					
1386.410675																					
1386.632475																					
1395.707275																					
1395.993175																					
1396.769425																					
1396.817675																					
1397.703325																					
1398.337775																					
1399.388600																					
1399.709225																					
1401.191150																					
1401.211600																					
1402.571775																					
1407.148950																					
1407.732525																					
1408.010575																					
1408.484650																					
1408.737525																					
1409.401075																					
1409.660325																					
1411.045575																					
1414.069100																					
1414.984250																					
1416.192650																					
1417.444450																					
1418.413900																					
1418.948025																					
1420.707825																					
1420.879925																					
1423.130025																					
1423.134950																					
1423.432500																					
1423.746100																					
1424.537375																					
1424.974775																					
1425.169325																					
1426.852525																					
1427.377325																					
1428.329600																					
1430.147400																					
1431.298475																					
1432.037000																					
1432.755600																					
1432.881625																					
1432.883975																					
1432.908750																					
1436.793600																					
1439.028200																					
1439.400450																					
1439.634400																					
1443.837475																					
1444.107600																					
1444.514175																					
1446.241225																					
1447.440425																					
1450.363300																					
1452.672875																					
1454.137700																					
1454.342475																					
1455.222650																					
1459.019025																					
1459.209250																					
1459.584500																					
1460.178100																					
1460.304050																					
1460.502425																					
1460.572475																					
1461.999575																					
1464.083000																					
1465.537575																					
1466.068225																					
1466.140175																					
1468.741400																					
1468.755350																					
1468.760200																					
1469.426100																					
1469.649800																					
1469.732775																					
1470.244125																					
1472.592725																					
1475.424700																					
1476.170850																					
1478.283750																					
1481.201175																					
1483.680475																					
1484.044025																					
1484.314800																					
1485.291125																					
1485.600850																					
1485.864900																					
1486.171350																					
1486.857300																					
1487.873025																					
1489.369575																					
1489.718825																					
1490.021175																					
1491.100675																					
1491.114000																					
1491.125400																					
1494.334150																					
1495.238150																					
1495.248750																					
1495.253375																					
1495.423750																					
1495.573750																					
1495.591900																					
1495.999475																					
1496.265025																					
1496.437525																					
1496.576450																					
1497.309725																					
1497.474175																					
1497.832975																					
1499.218100																					
1500.594425																					
1500.765825																					
1501.661350																					
1505.565475																					
1506.719375																					
1507.160000																					
1507.376375																					
1508.799125																					
1509.695425																					
1510.804100																					
1511.766300																					
1511.929675																					
1512.295100																					
1512.511975																					
1512.619200																					
1513.236875																					
1513.608275																					
1513.639650																					
1514.033550																					
1514.634125																					
1514.637200																					
1514.643650																					
1516.516375																					
1516.890350																					
1517.881325																					
1518.527000																					
1518.990675																					
1518.994825																					
1520.932250																					
1521.865925																					
1524.893550																					
1526.288125																					
1528.271150																					
1528.502250																					
1528.998625																					
1529.612800																					
1529.929525																					
1530.384325																					
1539.626325																					
1541.220625																					
1542.691925																					
1542.980175																					
1542.982000																					
1543.308950																					
1546.399200																					
1546.545650																					
1548.910875																					
1549.160400																					
1551.106575																					
1552.375975																					
1555.393325																					
1556.350075																					
1557.700375																					
1562.231175																					
1565.652125																					
1566.442625																					
1571.282350																					
1572.801950																					
1575.709200																					
1578.184900																					
1580.605675																					
1582.765225																					
1583.082300																					
1591.188000																					
1591.575175																					
1600.529750																					
1610.554050																					
1614.672950																					
1615.025125																					
1618.198475																					
1620.104100																					
1621.799600																					
1625.687275																					
1630.473975																					
1633.985925																					
1637.351875																					
1655.455325																					
1661.858025																					
1668.786200																					
1669.885375																					
1671.699000																					
1671.867600																					
1671.930400																					
1671.983450																					
1672.750200																					
1674.024200																					
1675.357750																					
1679.424575																					
1682.943700																					
1683.917875																					
1684.058975																					
1686.754050																					
1693.792475																					
1693.857075																					
1694.712075																					
1706.121850																					
1709.756550																					
1711.216125																					
1711.219475																					
1717.238525																					
1724.496275																					
1740.423900																					
1755.454050																					
1760.989800																					
1761.695150																					
1763.891250																					
1787.186750																					
1810.779850																					
1838.478600																					
1845.160275																					
1845.893375																					
1846.720075																					
1857.905250																					
1870.764750																					
1871.781400																					
1874.624650																					
1883.252975																					
1886.237800																					
1889.950425																					
1890.733975																					
1895.926075																					
1895.942000																					
1906.077100																					
1989.933925																					
1989.946250																					
1990.339750																					
2001.561325																					
2008.645675																					
2021.415950																					
2021.831150																					
2021.834725																					
2041.951975																					
2083.238075																					
2099.853050																					
2116.242375																					
2127.910500																					
2127.984325																					
2128.081825																					
2128.087075																					
2128.101750																					
2128.108300																					
2128.115100																					
2128.161800																					
2128.202100																					
2128.237550																					
2128.487825																					
2128.770875																					
2128.797075																					
2128.837550																					
2128.845075																					
2128.856925																					
2128.874050																					
2129.193800																					
2129.661175																					
2129.713350																					
2129.721425																					
2129.740800																					
2129.767150																					
2129.833750																					
2129.840850																					
2129.860850																					
2129.990850																					
2130.105125																					
2130.297350																					
2130.378300																					
2132.167600																					
2132.472050																					
2132.512650																					
2133.061150																					
2133.340800																					
2133.468150																					
2133.513750																					
2133.553200																					
2133.567625																					
2133.569375																					
2133.581350																					
2133.587575																					
2133.653850																					
2133.707725																					
2133.720900																					
2133.735500																					
2136.068925																					
2136.459825																					
2138.572800																					
2186.437375																					
2197.061500																					
2224.194550																					
2224.880075																					
2227.964900																					
2229.603275																					
2235.948700																					
2238.610225																					
2238.823975																					
2242.269675																					
2255.955025																					
2261.780900																					
2281.837125																					
2286.337750																					
2288.556775																					
2296.274800																					
