SPK09a	num1areaSel	num1perimSel	num1radSel	num1sel	num2areaSel	num2perimSel	num2radSel	num2sel	num3areaSel	num3perimSel	num3radSel	num3sel	num4areaSel	num4perimSel	num4radSel	num4sel	num5areaSel	num5perimSel	num5radSel	num5sel	numAllSel
0.356350	54.614800	82.130800	69.616800	54.614800	197.192000	79.629900	67.128900	67.128900	32.101800	162.178000	17.099900	17.099900	14.751800	47.117800	99.648800	14.751800	89.628900	57.116800	62.132800	57.116800	14.751800
0.938925	129.666000	117.145000	322.258000	69.616800	227.209000	279.740000	72.131900	72.131900	142.166000	222.214000	29.600900	29.600900	39.598800	212.194000	112.149000	39.598800	252.224000	147.176000	257.227000	62.132800	17.099900
0.952900	172.177000	234.714000	332.278000	82.130800	229.711000	329.756000	87.133800	79.629900	152.165000	282.242000	139.665000	32.101800	52.113800	214.695000	232.212000	47.117800	324.760000	194.697000	334.773000	89.628900	29.600900
1.094250	269.728000	264.725000	434.838000	117.145000	237.208000	402.305000	104.644000	87.133800	364.790000	339.776000	224.708000	139.665000	119.667000	327.275000	362.289000	52.113800	592.417000	204.696000	359.787000	147.176000	32.101800
1.134025	274.744000	384.809000	514.872000	129.666000	394.808000	459.839000	294.742000	104.644000	382.308000	407.308000	254.726000	142.166000	132.161000	354.777000	657.448000	99.648800	704.983000	452.342000	587.400000	194.697000	39.598800
1.140650	302.261000	412.325000	604.918000	172.177000	414.820000	522.369000	429.822000	197.192000	499.856000	574.900000	419.823000	152.165000	267.226000	392.306000	687.466000	112.149000	780.013000	554.902000	724.981000	204.696000	47.117800
1.147825	307.257000	504.873000	684.965000	234.714000	552.387000	524.870000	494.853000	227.209000	544.882000	672.450000	442.336000	162.178000	347.294000	437.326000	697.479000	119.667000	815.027000	564.887000	795.029000	252.224000	52.113800
1.195100	342.277000	542.388000	732.479000	264.725000	800.032000	567.382000	614.916000	229.711000	569.883000	827.548000	517.373000	222.214000	377.291000	464.835000	840.042000	132.161000	817.542000	589.902000	857.559000	257.227000	54.614800
1.208800	344.772000	547.384000	777.512000	269.728000	805.028000	607.419000	629.932000	237.208000	639.952000	882.574000	519.868000	224.708000	389.805000	612.415000	995.140000	212.194000	982.626000	637.437000	877.578000	324.760000	57.116800
1.615675	422.324000	797.510000	830.029000	274.744000	845.045000	609.920000	652.452000	279.740000	699.966000	900.077000	617.418000	254.726000	424.826000	659.950000	1080.170000	214.695000	1035.160000	922.590000	945.111000	334.773000	62.132800
1.629500	439.841000	832.544000	855.065000	302.261000	940.108000	664.953000	782.515000	294.742000	727.497000	1107.680000	692.469000	282.242000	557.404000	759.995000		232.212000	1117.680000	962.607000	1097.710000	359.787000	67.128900
1.711150	449.840000	887.577000	960.126000	307.257000	977.623000	812.526000	902.579000	329.756000	1072.670000	1115.190000	729.984000	339.776000	582.404000	772.516000		267.226000			1122.700000	452.342000	69.616800
1.763925	489.857000	1040.160000	1017.640000	322.258000	992.625000	837.547000	912.591000	394.808000	1085.190000		775.011000	364.790000	820.044000	1037.660000		327.275000				554.902000	72.131900
2.110400	632.434000		1057.670000	332.278000		942.609000	990.123000	402.305000			880.079000	382.308000	952.608000	1125.200000		347.294000				564.887000	79.629900
2.268950	674.966000		1075.170000	342.277000		1010.140000	1032.650000	414.820000			897.576000	407.308000	985.127000			354.777000				587.400000	82.130800
2.303025	742.498000		1077.670000	344.772000		1070.170000	1135.200000	429.822000			965.122000	419.823000				362.289000				589.902000	87.133800
2.435900	752.497000		1090.190000	384.809000				459.839000			1065.170000	442.336000				377.291000				592.417000	89.628900
2.778550	910.090000			412.325000				494.853000				499.856000				389.805000				637.437000	99.648800
3.031150				422.324000				522.369000				517.373000				392.306000				704.983000	104.644000
3.145725				434.838000				524.870000				519.868000				424.826000				724.981000	112.149000
3.660300				439.841000				552.387000				544.882000				437.326000				780.013000	117.145000
4.055775				449.840000				567.382000				569.883000				464.835000				795.029000	119.667000
4.058100				489.857000				607.419000				574.900000				557.404000				815.027000	129.666000
4.136325				504.873000				609.920000				617.418000				582.404000				817.542000	132.161000
4.324100				514.872000				614.916000				639.952000				612.415000				857.559000	139.665000
5.277525				542.388000				629.932000				672.450000				657.448000				877.578000	142.166000
5.293900				547.384000				652.452000				692.469000				659.950000				922.590000	147.176000
5.298075				604.918000				664.953000				699.966000				687.466000				945.111000	152.165000
5.536500				632.434000				782.515000				727.497000				697.479000				962.607000	162.178000
6.670050				674.966000				800.032000				729.984000				759.995000				982.626000	172.177000
6.860325				684.965000				805.028000				775.011000				772.516000				1035.160000	194.697000
6.867450				732.479000				812.526000				827.548000				820.044000				1097.710000	197.192000
7.676375				742.498000				837.547000				880.079000				840.042000				1117.680000	204.696000
7.688750				752.497000				845.045000				882.574000				952.608000				1122.700000	212.194000
7.694050				777.512000				902.579000				897.576000				985.127000					214.695000
7.917575				797.510000				912.591000				900.077000				995.140000					222.214000
8.010600				830.029000				940.108000				965.122000				1037.660000					224.708000
8.226325				832.544000				942.609000				1065.170000				1080.170000					227.209000
8.976075				855.065000				977.623000				1072.670000				1125.200000					229.711000
9.801325				887.577000				990.123000				1085.190000									232.212000
10.193700				910.090000				992.625000				1107.680000									234.714000
10.280900				960.126000				1010.140000				1115.190000									237.208000
10.534700				1017.640000				1032.650000													252.224000
11.093150				1040.160000				1070.170000													254.726000
12.007350				1057.670000				1135.200000													257.227000
12.255825				1075.170000																	264.725000
12.443350				1077.670000																	267.226000
12.574325				1090.190000																	269.728000
12.653775																					274.744000
13.193850																					279.740000
14.844900																					282.242000
14.956800																					294.742000
16.272125																					302.261000
16.654725																					307.257000
16.843700																					322.258000
16.847175																					324.760000
16.848300																					327.275000
16.854775																					329.756000
16.860100																					332.278000
16.874900																					334.773000
16.876300																					339.776000
16.877925																					342.277000
17.145125																					344.772000
17.335950																					347.294000
19.310500																					354.777000
19.654250																					359.787000
19.656475																					362.289000
19.660600																					364.790000
19.673700																					377.291000
19.704825																					382.308000
20.017150																					384.809000
20.075250																					389.805000
20.925150																					392.306000
21.009675																					394.808000
22.009475																					402.305000
22.013275																					407.308000
22.017000																					412.325000
22.019750																					414.820000
22.030425																					419.823000
22.032275																					422.324000
23.226000																					424.826000
23.382725																					429.822000
24.348725																					434.838000
24.893425																					437.326000
24.897900																					439.841000
24.905400																					442.336000
26.252150																					449.840000
27.147850																					452.342000
27.379175																					459.839000
28.010100																					464.835000
28.015850																					489.857000
29.697550																					494.853000
30.030875																					499.856000
30.571725																					504.873000
30.806625																					514.872000
31.286725																					517.373000
33.466350																					519.868000
34.262850																					522.369000
34.985900																					524.870000
36.517250																					542.388000
36.555625																					544.882000
36.563575																					547.384000
36.565425																					552.387000
36.569300																					554.902000
36.706750																					557.404000
36.853950																					564.887000
37.110375																					567.382000
37.180825																					569.883000
37.317325																					574.900000
38.119100																					582.404000
38.137925																					587.400000
38.150400																					589.902000
38.230925																					592.417000
38.802200																					604.918000
40.915250																					607.419000
40.938825																					609.920000
40.987550																					612.415000
41.095525																					614.916000
41.099700																					617.418000
41.109975																					629.932000
41.389200																					632.434000
41.820050																					637.437000
42.263300																					639.952000
42.317475																					652.452000
42.343450																					657.448000
42.795625																					659.950000
42.798375																					664.953000
42.930350																					672.450000
43.232150																					674.966000
43.268825																					684.965000
43.450325																					687.466000
43.657800																					692.469000
43.742275																					697.479000
43.944125																					699.966000
44.307550																					704.983000
44.870175																					724.981000
44.934025																					727.497000
45.118350																					729.984000
45.119350																					732.479000
45.129800																					742.498000
45.276000																					752.497000
45.280050																					759.995000
45.434250																					772.516000
45.437075																					775.011000
45.444900																					777.512000
45.448000																					780.013000
45.451825																					782.515000
45.453225																					795.029000
45.829250																					797.510000
45.848625																					800.032000
45.948925																					805.028000
46.276075																					812.526000
46.279850																					815.027000
46.362500																					817.542000
46.576000																					820.044000
46.619725																					827.548000
46.667050																					830.029000
46.670275																					832.544000
46.671550																					837.547000
46.674750																					840.042000
46.680225																					845.045000
46.689225																					855.065000
47.426775																					857.559000
48.143375																					877.578000
48.595675																					880.079000
48.909100																					882.574000
49.622875																					887.577000
49.660625																					897.576000
49.689275																					900.077000
49.697775																					902.579000
49.744300																					910.090000
49.853750																					912.591000
49.865675																					922.590000
49.875050																					940.108000
50.559850																					942.609000
50.756725																					945.111000
51.508825																					952.608000
51.992425																					960.126000
52.024700																					962.607000
52.743475																					965.122000
52.784675																					977.623000
53.799425																					982.626000
53.920000																					985.127000
53.926750																					990.123000
53.935225																					992.625000
53.939300																					995.140000
53.946125																					1010.140000
54.235100																					1017.640000
54.443050																					1032.650000
54.542050																					1035.160000
54.752775																					1037.660000
56.224075																					1040.160000
56.278975																					1057.670000
56.585875																					1065.170000
57.428450																					1070.170000
57.799975																					1072.670000
58.206575																					1075.170000
58.910375																					1077.670000
59.246975																					1080.170000
59.251700																					1085.190000
60.246600																					1090.190000
60.442350																					1097.710000
60.486100																					1107.680000
60.495450																					1115.190000
61.106300																					1117.680000
61.239300																					1122.700000
61.782025																					1125.200000
61.961700																					1135.200000
62.137025																					
62.652100																					
62.834900																					
63.842300																					
64.338450																					
64.466175																					
64.562300																					
65.396850																					
65.794475																					
66.372625																					
66.487150																					
66.709425																					
67.112125																					
67.199075																					
67.536525																					
67.547525																					
67.568025																					
68.589425																					
68.816625																					
68.925650																					
69.542475																					
71.282500																					
71.375000																					
71.981800																					
73.659175																					
73.696250																					
74.246175																					
74.318975																					
75.027900																					
75.579850																					
75.583600																					
75.585625																					
75.589075																					
77.124100																					
77.398575																					
77.639100																					
77.966775																					
78.229025																					
80.295500																					
80.324800																					
81.351025																					
81.427125																					
81.478625																					
81.484900																					
81.731850																					
81.963475																					
81.976575																					
82.239600																					
82.539475																					
82.977450																					
83.558025																					
84.074500																					
84.194700																					
84.208250																					
84.216650																					
84.362700																					
84.372500																					
84.514000																					
84.517750																					
84.520625																					
84.522900																					
84.531450																					
84.537500																					
84.567050																					
84.745000																					
86.003200																					
86.036000																					
86.463525																					
86.467050																					
86.474675																					
88.018200																					
88.103025																					
88.104950																					
88.108650																					
88.182775																					
88.195525																					
88.203850																					
88.207300																					
88.212875																					
88.214250																					
88.216825																					
88.219100																					
88.220550																					
88.222525																					
88.226900																					
88.228375																					
88.230925																					
88.233250																					
88.316050																					
88.320475																					
88.322375																					
88.326050																					
88.335425																					
88.337575																					
88.423150																					
88.425125																					
88.451100																					
88.459050																					
88.461975																					
88.464200																					
88.466400																					
88.468450																					
88.471450																					
88.494975																					
88.503100																					
88.636750																					
88.672850																					
88.734325																					
88.740600																					
88.753625																					
88.757525																					
88.762975																					
88.765775																					
88.768975																					
88.780750																					
88.784775																					
88.788350																					
88.792600																					
88.795925																					
89.403000																					
90.266225																					
90.530200																					
90.549625																					
91.066700																					
92.378150																					
92.642600																					
92.952500																					
92.957500																					
93.610500																					
93.626725																					
93.630050																					
93.892775																					
93.903550																					
95.011125																					
95.303450																					
95.439600																					
95.979150																					
96.272825																					
96.344875																					
96.684050																					
96.688750																					
97.377375																					
97.491550																					
97.556700																					
97.594850																					
98.124925																					
98.330925																					
100.908475																					
100.994750																					
101.185325																					
102.171475																					
102.706075																					
102.746075																					
102.777325																					
102.790925																					
103.706750																					
103.727100																					
104.072575																					
104.505125																					
104.733475																					
104.795425																					
105.614150																					
106.509425																					
106.523400																					
106.689600																					
106.815425																					
108.915000																					
109.490275																					
110.796200																					
111.250550																					
113.036350																					
113.262500																					
113.421775																					
113.755050																					
114.449475																					
114.904350																					
115.091475																					
115.577875																					
115.609900																					
115.624275																					
115.668600																					
115.874525																					
116.321650																					
116.412975																					
116.424650																					
116.434325																					
116.455875																					
116.503775																					
116.557275																					
116.559450																					
116.768150																					
117.596275																					
118.252450																					
119.333000																					
119.576000																					
120.424750																					
120.688775																					
121.597925																					
121.709450																					
123.077750																					
123.081375																					
123.179975																					
123.703525																					
124.383850																					
124.645300																					
125.216400																					
125.822700																					
127.266775																					
127.879150																					
127.991650																					
128.235575																					
128.429500																					
128.760175																					
128.769350																					
129.453700																					
129.479575																					
129.881475																					
130.572450																					
131.172525																					
131.196025																					
131.201675																					
131.222050																					
